id,citation,accurate,thorough,useful,organized,comprehensible,succinct,abstraction,synthesized,voice_summ,voice_note,Accuracy,Completeness,Organization,Synthesis,Overall
952,1,5,1,2,4,4,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
958,1,4,2,2,3,3,5,0,1,0,0,2.5,2.0,3.67,0.5,2.33
984,1,5,1,2,2,3,2,0,1,0,0,3.0,1.5,2.33,0.5,1.89
1002,1,5,1,1,1,3,1,0,1,0,0,3.0,1.0,1.67,0.5,1.56
1005,1,5,1,1,4,5,5,1,3,0,0,3.0,1.0,4.67,2.0,2.89
1064,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
1074,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
1076,1,5,1,2,4,5,5,0,3,0,0,3.0,1.5,4.67,1.5,2.89
1083,1,3,1,2,3,3,4,1,1,0,0,2.0,1.5,3.33,1.0,2.11
1121,1,5,1,1,3,4,5,0,1,0,0,3.0,1.0,4.0,0.5,2.33
1124,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
1229,1,5,1,2,4,4,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1252,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
1261,1,3,1,2,2,2,3,0,1,0,0,2.0,1.5,2.33,0.5,1.67
1291,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
1293,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
1302,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
1327,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1351,1,3,1,2,3,3,3,1,1,0,0,2.0,1.5,3.0,1.0,2.0
1358,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
1360,1,5,1,2,3,5,5,0,3,0,0,3.0,1.5,4.33,1.5,2.78
1369,1,3,1,2,1,2,2,0,1,0,0,2.0,1.5,1.67,0.5,1.44
1371,1,5,1,2,3,4,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
1374,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
1379,1,5,1,1,1,2,5,0,1,0,0,3.0,1.0,2.67,0.5,1.89
1383,1,5,1,2,2,3,3,1,1,0,0,3.0,1.5,2.67,1.0,2.11
1395,1,5,4,5,5,5,5,1,1,0,0,3.0,4.5,5.0,1.0,3.56
1411,1,5,1,2,3,3,3,0,1,0,0,3.0,1.5,3.0,0.5,2.11
1461,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1483,1,3,1,2,3,3,5,0,1,0,0,2.0,1.5,3.67,0.5,2.11
1485,1,5,1,2,3,4,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
1500,1,3,1,2,2,3,3,0,1,0,0,2.0,1.5,2.67,0.5,1.78
1517,1,5,1,2,4,3,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
1533,1,2,1,1,1,2,2,1,1,0,0,1.5,1.0,1.67,1.0,1.33
1547,1,3,1,3,3,3,3,1,1,0,0,2.0,2.0,3.0,1.0,2.11
1584,1,3,1,2,1,1,2,1,1,0,0,2.0,1.5,1.33,1.0,1.44
1628,1,3,1,2,3,5,5,0,1,0,0,2.0,1.5,4.33,0.5,2.33
1646,1,5,1,2,3,4,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
1648,1,5,1,1,1,2,2,0,1,0,0,3.0,1.0,1.67,0.5,1.56
1651,1,3,1,2,3,5,5,0,1,0,0,2.0,1.5,4.33,0.5,2.33
1653,1,3,1,2,2,3,3,0,1,0,0,2.0,1.5,2.67,0.5,1.78
1663,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
1668,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1684,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
1705,1,5,1,2,4,4,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1745,1,2,1,2,2,2,3,1,1,0,0,1.5,1.5,2.33,1.0,1.67
1754,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1783,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1787,1,5,1,1,1,1,1,1,1,0,0,3.0,1.0,1.0,1.0,1.44
1810,1,3,1,2,3,5,5,0,1,0,0,2.0,1.5,4.33,0.5,2.33
1821,1,3,1,2,1,2,3,0,1,0,0,2.0,1.5,2.0,0.5,1.56
1827,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1840,1,3,1,2,3,5,5,0,1,0,0,2.0,1.5,4.33,0.5,2.33
1858,1,5,1,2,1,3,5,0,1,0,0,3.0,1.5,3.0,0.5,2.11
1861,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1897,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
1900,1,1,1,1,1,1,5,0,1,0,0,1.0,1.0,2.33,0.5,1.33
1901,1,5,2,2,3,3,4,0,3,0,0,3.0,2.0,3.33,1.5,2.56
1914,1,5,1,2,2,2,3,0,1,0,0,3.0,1.5,2.33,0.5,1.89
1922,1,5,1,3,4,5,3,0,1,0,0,3.0,2.0,4.0,0.5,2.56
1937,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1944,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1981,1,5,1,2,3,5,5,0,3,0,0,3.0,1.5,4.33,1.5,2.78
2006,1,5,1,1,3,5,3,0,1,0,0,3.0,1.0,3.67,0.5,2.22
2033,1,3,1,2,2,2,5,1,1,0,0,2.0,1.5,3.0,1.0,2.0
2036,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
2071,1,5,3,5,5,5,5,0,1,1,1,3.0,4.0,5.0,0.5,3.33
2102,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
2109,1,5,1,2,3,4,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
2130,1,5,2,2,5,5,5,0,1,0,0,3.0,2.0,5.0,0.5,2.89
2132,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2174,1,3,2,2,3,3,4,0,1,0,0,2.0,2.0,3.33,0.5,2.11
2195,1,5,1,2,5,5,5,0,1,0,0,3.0,1.5,5.0,0.5,2.78
2217,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2222,1,5,1,2,2,5,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
2224,1,3,1,2,2,2,2,1,1,0,0,2.0,1.5,2.0,1.0,1.67
2272,1,5,1,2,3,3,4,0,1,0,0,3.0,1.5,3.33,0.5,2.22
2288,1,5,1,2,3,3,3,0,1,0,0,3.0,1.5,3.0,0.5,2.11
2303,1,3,1,2,3,3,3,1,3,0,0,2.0,1.5,3.0,2.0,2.22
2307,1,3,1,2,4,4,3,0,1,0,0,2.0,1.5,3.67,0.5,2.11
2312,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2320,1,3,3,5,5,5,5,1,3,0,0,2.0,4.0,5.0,2.0,3.44
2332,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
2432,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
2479,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2494,1,5,1,1,3,4,3,0,1,0,0,3.0,1.0,3.33,0.5,2.11
2514,1,2,1,1,1,1,1,0,1,0,0,1.5,1.0,1.0,0.5,1.0
2522,1,3,2,2,5,4,4,1,1,0,0,2.0,2.0,4.33,1.0,2.56
2549,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
2550,1,2,1,1,1,2,5,0,1,0,0,1.5,1.0,2.67,0.5,1.56
2669,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2675,1,3,1,2,3,2,5,0,1,0,0,2.0,1.5,3.33,0.5,2.0
2687,1,5,1,1,1,3,1,0,1,0,0,3.0,1.0,1.67,0.5,1.56
2691,1,5,1,2,3,4,5,1,1,0,0,3.0,1.5,4.0,1.0,2.56
2698,1,5,1,2,2,3,3,0,1,0,0,3.0,1.5,2.67,0.5,2.0
2709,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2726,1,5,1,1,3,5,3,0,1,0,0,3.0,1.0,3.67,0.5,2.22
2731,1,5,1,2,2,2,3,0,1,0,0,3.0,1.5,2.33,0.5,1.89
2737,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
2773,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
2780,1,3,1,2,5,5,5,0,1,0,0,2.0,1.5,5.0,0.5,2.56
2797,1,2,1,2,3,5,5,0,1,0,0,1.5,1.5,4.33,0.5,2.22
2799,1,5,1,3,4,5,3,1,1,0,0,3.0,2.0,4.0,1.0,2.67
2809,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
2822,1,5,3,4,4,4,4,0,1,0,0,3.0,3.5,4.0,0.5,2.89
2829,1,4,2,3,4,4,3,1,3,0,0,2.5,2.5,3.67,2.0,2.78
2881,1,4,1,3,3,5,5,1,1,0,0,2.5,2.0,4.33,1.0,2.67
2894,1,1,1,1,1,1,2,0,1,0,0,1.0,1.0,1.33,0.5,1.0
2907,1,5,1,2,5,4,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
2908,1,5,3,3,5,5,5,0,1,0,0,3.0,3.0,5.0,0.5,3.11
2950,1,4,2,3,4,5,5,0,1,0,0,2.5,2.5,4.67,0.5,2.78
2967,1,5,1,2,5,5,5,0,1,0,0,3.0,1.5,5.0,0.5,2.78
2983,1,3,1,2,2,2,4,1,1,0,0,2.0,1.5,2.67,1.0,1.89
2986,1,3,1,2,3,4,4,0,1,0,0,2.0,1.5,3.67,0.5,2.11
3016,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
3050,1,2,2,3,5,4,5,1,1,0,0,1.5,2.5,4.67,1.0,2.67
3082,1,1,1,1,2,2,5,0,1,0,0,1.0,1.0,3.0,0.5,1.56
3085,1,3,1,2,2,3,3,1,1,0,0,2.0,1.5,2.67,1.0,1.89
3095,1,2,1,2,2,2,4,0,1,0,0,1.5,1.5,2.67,0.5,1.67
3098,1,5,1,2,3,4,4,0,1,0,0,3.0,1.5,3.67,0.5,2.33
3099,1,1,1,1,1,4,5,1,1,0,0,1.0,1.0,3.33,1.0,1.78
3117,1,3,1,1,1,1,1,0,1,0,0,2.0,1.0,1.0,0.5,1.11
3157,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
3170,1,5,1,2,4,5,5,0,1,0,0,3.0,1.5,4.67,0.5,2.67
3186,1,3,1,2,2,3,4,0,1,0,0,2.0,1.5,3.0,0.5,1.89
3220,1,3,1,1,1,1,1,0,1,0,0,2.0,1.0,1.0,0.5,1.11
3233,1,5,1,1,2,3,5,0,1,0,0,3.0,1.0,3.33,0.5,2.11
3248,1,5,1,1,4,4,5,0,1,0,0,3.0,1.0,4.33,0.5,2.44
3264,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
3297,1,1,1,1,1,2,3,0,1,0,0,1.0,1.0,2.0,0.5,1.22
3320,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
3327,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
3330,1,5,1,2,3,4,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
3331,1,3,1,2,3,4,5,1,1,0,1,2.0,1.5,4.0,1.0,2.33
3372,1,3,2,3,3,3,5,0,1,0,0,2.0,2.5,3.67,0.5,2.33
