id,citation,accurate,thorough,useful,organized,comprehensible,succinct,abstraction,synthesized,voice_summ,voice_note,Accuracy,Completeness,Organization,Synthesis,Overall
245,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
1783,1,5,1,3,3,5,5,1,3,0,0,3.0,2.0,4.33,2.0,3.0
3320,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
2809,1,5,1,1,3,3,5,1,1,0,0,3.0,1.0,3.67,1.0,2.33
1787,1,1,1,2,2,3,4,1,1,0,0,1.0,1.5,3.0,1.0,1.78
2303,1,2,1,3,4,3,3,1,3,0,0,1.5,2.0,3.33,2.0,2.33
256,1,2,1,2,3,5,5,1,3,0,0,1.5,1.5,4.33,2.0,2.56
3327,1,5,1,2,3,3,4,1,3,0,0,3.0,1.5,3.33,2.0,2.56
3330,1,5,1,2,4,2,3,0,1,0,0,3.0,1.5,3.0,0.5,2.11
2307,1,5,1,3,3,4,5,1,3,0,0,3.0,2.0,4.0,2.0,2.89
3331,1,3,1,2,3,2,3,0,1,0,0,2.0,1.5,2.67,0.5,1.78
2822,1,5,1,3,4,5,5,1,3,0,0,3.0,2.0,4.67,2.0,3.11
2312,1,2,1,2,4,5,5,1,1,0,0,1.5,1.5,4.67,1.0,2.44
1291,1,5,1,2,3,4,5,1,3,0,0,3.0,1.5,4.0,2.0,2.78
1293,1,1,1,1,1,1,1,0,1,0,0,1.0,1.0,1.0,0.5,0.89
2829,1,5,1,2,4,1,5,1,3,0,0,3.0,1.5,3.33,2.0,2.56
2320,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
274,1,5,1,2,5,5,5,0,1,0,0,3.0,1.5,5.0,0.5,2.78
1810,1,5,1,2,3,3,3,0,1,0,0,3.0,1.5,3.0,0.5,2.11
789,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1302,1,5,1,2,3,5,5,1,1,0,0,3.0,1.5,4.33,1.0,2.67
2332,1,5,1,2,3,4,5,0,1,0,0,3.0,1.5,4.0,0.5,2.44
1821,1,5,1,2,3,5,3,1,3,0,0,3.0,1.5,3.67,2.0,2.67
1827,1,5,1,2,3,5,4,0,1,0,0,3.0,1.5,4.0,0.5,2.44
3372,1,5,1,2,3,2,4,1,3,0,0,3.0,1.5,3.0,2.0,2.44
814,1,5,1,2,3,2,3,0,1,0,0,3.0,1.5,2.67,0.5,2.0
1327,1,5,1,1,1,3,4,1,3,0,0,3.0,1.0,2.67,2.0,2.22
1840,1,5,1,2,5,5,5,1,3,0,0,3.0,1.5,5.0,2.0,3.11
308,1,3,1,1,3,3,2,1,3,0,0,2.0,1.0,2.67,2.0,2.0
2881,1,5,1,3,3,5,5,0,1,0,0,3.0,2.0,4.33,0.5,2.67
1858,1,5,1,2,3,3,3,0,1,0,0,3.0,1.5,3.0,0.5,2.11
1861,1,5,1,2,2,3,5,1,3,0,0,3.0,1.5,3.33,2.0,2.56
1351,1,4,1,2,5,3,5,1,3,0,0,2.5,1.5,4.33,2.0,2.78
1358,1,5,1,2,3,2,5,0,1,0,0,3.0,1.5,3.33,0.5,2.22
2894,1,1,1,1,1,2,1,1,1,0,0,1.0,1.0,1.33,1.0,1.11
1360,1,5,1,2,3,4,4,1,3,0,0,3.0,1.5,3.67,2.0,2.67
853,1,5,1,3,3,3,5,1,3,0,0,3.0,2.0,3.67,2.0,2.78
1369,1,5,1,3,5,3,3,1,3,0,0,3.0,2.0,3.67,2.0,2.78
346,1,5,1,2,3,2,4,1,3,0,0,3.0,1.5,3.0,2.0,2.44
1371,1,5,1,2,3,2,5,1,3,0,0,3.0,1.5,3.33,2.0,2.56
2907,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
2908,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
1374,1,4,1,2,3,2,3,1,3,0,0,2.5,1.5,2.67,2.0,2.22
1379,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
1383,1,2,2,2,3,2,2,1,1,0,0,1.5,2.0,2.33,1.0,1.78
1897,1,2,1,2,3,3,4,1,3,0,0,1.5,1.5,3.33,2.0,2.22
1900,1,5,1,2,3,3,5,1,3,0,0,3.0,1.5,3.67,2.0,2.67
1901,1,5,1,3,3,5,5,1,3,0,0,3.0,2.0,4.33,2.0,3.0
881,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
1395,1,5,1,2,3,3,3,1,3,0,0,3.0,1.5,3.0,2.0,2.44
886,1,5,1,2,3,5,5,1,1,0,0,3.0,1.5,4.33,1.0,2.67
1914,1,1,1,1,2,2,3,0,1,0,0,1.0,1.0,2.33,0.5,1.33
892,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
2432,1,5,1,3,3,3,4,0,1,0,0,3.0,2.0,3.33,0.5,2.33
1922,1,5,1,2,2,5,4,1,3,0,0,3.0,1.5,3.67,2.0,2.67
1411,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
388,1,2,1,2,3,4,4,1,4,0,0,1.5,1.5,3.67,2.5,2.44
2950,1,4,1,3,2,4,2,1,3,0,0,2.5,2.0,2.67,2.0,2.33
392,1,1,1,2,5,2,5,1,1,0,0,1.0,1.5,4.0,1.0,2.11
904,1,5,1,2,4,5,5,1,3,0,0,3.0,1.5,4.67,2.0,3.0
1937,1,5,1,3,2,3,4,1,3,0,0,3.0,2.0,3.0,2.0,2.56
2967,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
1944,1,5,1,2,3,3,4,0,3,0,0,3.0,1.5,3.33,1.5,2.44
412,1,5,1,2,4,5,5,1,3,0,0,3.0,1.5,4.67,2.0,3.0
413,1,2,1,2,3,2,5,1,3,0,0,1.5,1.5,3.33,2.0,2.22
414,1,4,1,2,3,2,3,1,3,0,0,2.5,1.5,2.67,2.0,2.22
932,1,2,1,3,4,5,5,1,1,0,0,1.5,2.0,4.67,1.0,2.56
2983,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
424,1,2,1,2,3,3,3,1,3,0,0,1.5,1.5,3.0,2.0,2.11
2986,1,1,1,2,3,2,2,1,1,0,0,1.0,1.5,2.33,1.0,1.56
2479,1,1,1,2,2,2,3,1,1,0,0,1.0,1.5,2.33,1.0,1.56
437,1,5,1,2,5,5,5,1,3,0,0,3.0,1.5,5.0,2.0,3.11
1461,1,5,1,2,3,2,3,1,3,0,0,3.0,1.5,2.67,2.0,2.33
952,1,5,1,3,4,4,5,1,3,0,0,3.0,2.0,4.33,2.0,3.0
1981,1,5,1,2,4,5,4,1,1,0,0,3.0,1.5,4.33,1.0,2.67
958,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
2494,1,5,1,2,3,2,5,1,3,0,0,3.0,1.5,3.33,2.0,2.56
3016,1,5,1,2,3,3,4,0,1,0,0,3.0,1.5,3.33,0.5,2.22
459,1,3,1,3,5,5,5,1,3,0,0,2.0,2.0,5.0,2.0,3.0
1483,1,2,1,2,1,1,1,0,1,0,0,1.5,1.5,1.0,0.5,1.11
1485,1,5,1,3,4,3,4,1,3,0,0,3.0,2.0,3.67,2.0,2.78
2514,1,5,1,3,3,5,5,1,3,0,0,3.0,2.0,4.33,2.0,3.0
2006,1,1,1,2,2,2,3,1,3,0,0,1.0,1.5,2.33,2.0,1.78
984,1,5,1,2,5,5,5,1,3,0,0,3.0,1.5,5.0,2.0,3.11
2522,1,5,1,2,3,3,3,1,3,0,0,3.0,1.5,3.0,2.0,2.44
1500,1,5,1,2,2,2,3,1,3,0,0,3.0,1.5,2.33,2.0,2.22
477,1,5,1,2,3,4,5,1,3,0,0,3.0,1.5,4.0,2.0,2.78
1002,1,5,1,3,3,4,5,1,3,0,0,3.0,2.0,4.0,2.0,2.89
3050,1,5,1,2,3,5,5,1,1,0,0,3.0,1.5,4.33,1.0,2.67
1005,1,5,1,2,3,2,5,1,3,0,0,3.0,1.5,3.33,2.0,2.56
1517,1,5,1,1,5,5,5,1,3,0,0,3.0,1.0,5.0,2.0,3.0
2033,1,5,1,2,5,5,5,1,4,0,0,3.0,1.5,5.0,2.5,3.22
2036,1,5,1,2,4,3,5,1,3,0,0,3.0,1.5,4.0,2.0,2.78
2549,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
2550,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
504,1,1,1,1,2,5,5,1,1,0,0,1.0,1.0,4.0,1.0,2.0
1533,1,5,1,2,5,5,5,1,3,0,0,3.0,1.5,5.0,2.0,3.11
