id,SummaC,QAFactEval,MedNER-P,MedNER-R,MedNER-F1
424,0.009,0.5,1.0,0.2286,0.3721
2986,0.0333,0.6667,1.0,0.5556,0.7143
2479,-0.0612,0.3333,0.5,0.025,0.0476
437,0.1814,1.0,0.8571,0.25,0.3871
1461,0.73,1.0,1.0,0.0556,0.1053
952,0.0798,0.5,0.8333,0.1923,0.3125
1981,0.0692,1.0,1.0,0.1154,0.2069
958,0.0379,0.8333,1.0,0.3333,0.5
2494,0.4041,1.0,1.0,0.2667,0.4211
3016,-0.0408,0.5,1.0,0.1034,0.1875
459,0.0928,0.6667,1.0,0.2,0.3333
1483,0.3367,0.5,1.0,0.4545,0.625
1485,0.0623,0.6667,1.0,0.5385,0.7
2514,0.4245,0.8333,1.0,0.125,0.2222
2006,0.2576,0.6667,1.0,0.3333,0.5
984,0.2303,0.8333,1.0,0.0588,0.1111
2522,0.2293,0.8333,1.0,0.3,0.4615
1500,0.3502,0.5,1.0,0.2121,0.35
477,-0.2176,0.6667,1.0,0.1176,0.2105
1002,0.1048,0.5,1.0,0.6667,0.8
3050,0.1342,0.8333,1.0,0.4444,0.6154
1005,-0.163,0.6667,1.0,0.1837,0.3103
1517,0.1461,0.6667,1.0,0.1111,0.2
2033,0.2612,0.3333,1.0,0.1429,0.25
2036,0.2249,1.0,0.0,0.0,0.0
2549,0.458,1.0,1.0,0.6154,0.7619
2550,0.2443,0.8333,1.0,0.381,0.5517
504,-0.3584,0.5,0.0,0.0,0.0
1533,-0.1719,0.6667,0.0,0.0,0.0
