id,citation,accurate,thorough,useful,organized,comprehensible,succinct,abstraction,synthesized,voice_summ,voice_note,Accuracy,Completeness,Organization,Synthesis,Overall
1861,1,2,2,3,3,5,4,1,3,0,0,1.5,2.5,4.0,2.0,2.67
1351,1,1,1,2,3,2,3,1,1,0,0,1.0,1.5,2.67,1.0,1.67
1358,1,4,1,2,3,2,4,0,1,0,0,2.5,1.5,3.0,0.5,2.0
2894,1,5,1,3,3,2,3,1,3,0,0,3.0,2.0,2.67,2.0,2.44
1360,1,5,1,1,1,2,4,1,3,0,0,3.0,1.0,2.33,2.0,2.11
853,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1369,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0
346,1,2,1,1,2,2,3,1,3,0,0,1.5,1.0,2.33,2.0,1.78
1371,1,1,1,2,2,1,1,1,1,0,0,1.0,1.5,1.33,1.0,1.22
2907,1,5,1,2,3,2,5,0,1,0,0,3.0,1.5,3.33,0.5,2.22
2908,1,5,1,2,2,3,3,1,3,0,0,3.0,1.5,2.67,2.0,2.33
1374,1,1,1,2,2,2,1,1,1,0,0,1.0,1.5,1.67,1.0,1.33
1379,1,4,1,1,3,2,3,0,1,0,0,2.5,1.0,2.67,0.5,1.78
1383,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0
1897,1,5,1,3,4,2,3,1,3,0,0,3.0,2.0,3.0,2.0,2.56
1900,1,1,1,1,3,1,3,1,1,0,0,1.0,1.0,2.33,1.0,1.44
1901,1,1,1,1,1,1,2,1,1,0,0,1.0,1.0,1.33,1.0,1.11
881,1,1,1,3,2,2,3,1,1,0,0,1.0,2.0,2.33,1.0,1.67
1395,1,2,1,2,3,3,3,1,3,0,0,1.5,1.5,3.0,2.0,2.11
886,1,3,1,2,3,4,3,1,3,0,0,2.0,1.5,3.33,2.0,2.33
1914,1,2,1,3,3,5,3,1,3,0,0,1.5,2.0,3.67,2.0,2.44
892,1,1,1,2,3,2,3,1,3,0,0,1.0,1.5,2.67,2.0,1.89
2432,1,1,1,2,3,3,3,0,1,0,0,1.0,1.5,3.0,0.5,1.67
1922,1,3,1,2,3,5,5,1,3,0,0,2.0,1.5,4.33,2.0,2.67
1411,1,3,1,2,3,2,4,1,3,0,0,2.0,1.5,3.0,2.0,2.22
388,1,1,1,2,2,2,2,1,1,0,0,1.0,1.5,2.0,1.0,1.44
2950,1,2,1,2,3,3,3,1,1,0,0,1.5,1.5,3.0,1.0,1.89
392,1,1,1,2,4,2,3,1,1,0,0,1.0,1.5,3.0,1.0,1.78
904,1,5,1,2,3,5,5,0,1,0,0,3.0,1.5,4.33,0.5,2.56
1937,1,5,1,2,2,3,4,1,3,0,0,3.0,1.5,3.0,2.0,2.44
2967,1,4,1,2,3,4,4,1,3,0,0,2.5,1.5,3.67,2.0,2.56
1944,1,5,1,2,5,3,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
412,1,1,1,2,2,2,2,1,1,0,0,1.0,1.5,2.0,1.0,1.44
413,1,2,2,2,3,2,3,1,1,0,0,1.5,2.0,2.67,1.0,1.89
414,1,3,1,3,2,3,3,1,3,0,0,2.0,2.0,2.67,2.0,2.22
932,1,5,1,2,3,2,4,1,3,0,0,3.0,1.5,3.0,2.0,2.44
2983,1,2,1,2,2,2,3,1,1,0,0,1.5,1.5,2.33,1.0,1.67
424,1,1,1,1,2,2,2,1,1,0,0,1.0,1.0,2.0,1.0,1.33
2986,1,2,1,3,3,4,4,1,3,0,0,1.5,2.0,3.67,2.0,2.44
2479,1,1,1,2,2,2,3,1,1,0,0,1.0,1.5,2.33,1.0,1.56
437,1,3,1,2,3,2,2,1,2,0,0,2.0,1.5,2.33,1.5,1.89
1461,1,5,1,2,3,3,5,0,1,0,0,3.0,1.5,3.67,0.5,2.33
952,1,5,1,3,3,5,5,1,3,0,0,3.0,2.0,4.33,2.0,3.0
1981,1,5,1,2,3,3,3,1,3,0,0,3.0,1.5,3.0,2.0,2.44
958,1,2,1,2,2,2,3,1,3,0,0,1.5,1.5,2.33,2.0,1.89
2494,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0
3016,1,5,1,2,3,5,5,1,3,0,0,3.0,1.5,4.33,2.0,2.89
459,1,1,1,2,2,1,3,1,1,0,0,1.0,1.5,2.0,1.0,1.44
1483,1,2,1,2,2,2,4,1,3,0,0,1.5,1.5,2.67,2.0,2.0
1485,1,2,1,2,3,2,3,1,3,0,0,1.5,1.5,2.67,2.0,2.0
2514,1,1,1,1,2,1,3,1,1,0,0,1.0,1.0,2.0,1.0,1.33
2006,1,5,1,2,2,2,3,1,3,0,0,3.0,1.5,2.33,2.0,2.22
984,1,2,1,1,1,1,1,1,3,0,0,1.5,1.0,1.0,2.0,1.33
2522,1,1,1,1,1,2,1,1,1,0,0,1.0,1.0,1.33,1.0,1.11
1500,1,3,1,3,2,5,5,1,3,0,0,2.0,2.0,4.0,2.0,2.67
477,1,3,1,2,3,2,3,1,3,0,0,2.0,1.5,2.67,2.0,2.11
1002,1,2,1,1,1,2,1,1,1,0,0,1.5,1.0,1.33,1.0,1.22
3050,1,1,1,1,1,1,3,0,1,0,0,1.0,1.0,1.67,0.5,1.11
1005,1,3,1,2,3,2,3,0,1,0,0,2.0,1.5,2.67,0.5,1.78
1517,1,5,3,5,5,4,3,1,3,0,0,3.0,4.0,4.0,2.0,3.33
2033,1,2,1,2,3,2,3,1,1,0,0,1.5,1.5,2.67,1.0,1.78
2036,1,5,1,1,5,5,5,1,3,0,0,3.0,1.0,5.0,2.0,3.0
2549,1,5,1,2,3,5,5,1,1,0,0,3.0,1.5,4.33,1.0,2.67
2550,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0
504,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0
1533,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,1.0,1.0
